baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
PF3D7_1413400	143.458451917465	0.170858620823239	0.338922160733329	0.504123485031342	0.614174604507429	0.751107547632094
PF3D7_1327000	41.0515991489241	-0.598527130442473	0.498607833362926	-1.200396564983	0.229985362308574	0.395883493969638
PF3D7_0716300	1581.39441365228	-0.844301249574977	0.187263885247161	-4.50861760376605	6.52513959343647e-06	7.35771436687748e-05
PF3D7_1426600	55.4039910217212	-1.11654567172642	0.434665668099866	-2.56874594353721	0.0102067255839381	0.0387890407430547
PF3D7_0210400	157.884306391201	-0.504253727217055	0.287697091398995	-1.75272445322614	0.0796493161993184	0.184866104404254
PF3D7_0920800	411.204701700097	0.486641289696858	0.250562482902323	1.94219535207338	0.0521134555618374	0.135028115807111
PF3D7_1250000	264.514002716521	0.209254658763032	0.259553870832673	0.806208969612835	0.420122367713309	0.590396860760166
PF3D7_1009200	37.0205684497253	-0.0983054731691838	0.519301441760692	-0.189303293354779	0.849855114270061	0.908824652811248
PF3D7_0921900	657.221715531517	0.288641931206822	0.240776152125612	1.19879784047815	0.230606562485166	0.396725233414033
PF3D7_1463300	75.55171761462	-1.09199615290046	0.377202753189155	-2.8949845770422	0.00379177162118458	0.0177028834389477
PF3D7_1321100	50.7478878348529	-0.36862471529353	0.477327736167631	-0.772267537296584	0.439955988072264	0.607992401379677
PF3D7_1244800	765.962796267931	0.388195460022419	0.202799696783704	1.91418165894226	0.0555969484302641	0.141988995589677
PF3D7_0525000	657.04949006374	2.78579045604197	0.218169606333442	12.7689209457722	2.44520732044302e-37	2.72273835131331e-34
PF3D7_0622600	173.648872819062	-0.670003104818853	0.3035171785143	-2.20746353830278	0.0272816916212642	0.082717940422812
PF3D7_0207000	1032.02652643448	-0.260077711223912	0.193639540147119	-1.3431022973217	0.179238851805006	0.332637435808124
PF3D7_1335300	22.8489145115849	1.62019369791592	0.648647564840832	2.49780279112508	0.01249656920664	0.0455853556481363
PF3D7_0412300	29.2502504268323	-0.906768708680447	0.565159354020881	-1.60444784684028	0.108615371568743	0.233198907722773
PF3D7_1433400	580.452549531082	-0.485437599313815	0.234759861948649	-2.06780492748798	0.0386583701643992	0.108360214419279
PF3D7_1006900	349.585935091454	0.442414598551424	0.2732645091294	1.61899765161939	0.105447768394009	0.227660863028074
PF3D7_1473600	27.7284498139819	-0.892222708198102	0.574620294609725	-1.55271701429217	0.12049075572413	0.252192587403794
PF3D7_1014800	20.4473224309098	-0.963127616533758	0.664243128938293	-1.44996248297396	0.14706898154425	0.290106119586469
PF3D7_1471900	61.3739491979676	0.550517520913619	0.415653424511245	1.32446285402546	0.185349371871128	0.339959433549078
PF3D7_1026600	109.494535612349	1.8416869013707	0.349260443366204	5.2731047456172	1.34134954525716e-07	2.22924286364753e-06
PF3D7_0922100	469.01444045373	0.14102073831808	0.232545055183119	0.60642329378723	0.544233704270657	0.698575222336952
PF3D7_1471000	136.202652897597	0.990035560206504	0.337249747933874	2.93561541934978	0.00332886745239765	0.0159256451482053
PF3D7_1429200	67.4256999331583	4.83287754006562	0.606728810913032	7.96546571242085	1.64602671714772e-15	1.12790815356553e-13
PF3D7_0516200	1068.26491634158	-0.588162620981037	0.200956482699396	-2.92681586122728	0.0034245156988277	0.0162957189343788
PF3D7_1029600	6087.79206351738	-1.92206749434198	0.180808851492869	-10.6303838472078	2.15224817044542e-26	4.79305667558195e-24
PF3D7_0517100	46.621656583855	-1.48446886475473	0.462482643952219	-3.20978286248531	0.00132835276552593	0.00745149019855479
PF3D7_1125200	142.278114264529	0.372435071211766	0.295449904390956	1.26056927308712	0.207464074989298	0.367121569329492
PF3D7_0520800	139.827324687944	0.0710296599362239	0.299744365931269	0.236967456304119	0.812682037367212	0.887949371305899
PF3D7_1114800	34.6530393358994	-0.15539186272238	0.526923478967184	-0.294904040007786	0.768067185648121	0.859305395133499
PF3D7_0805600	255.669559586356	-0.560591016810443	0.246753866017692	-2.27186315601738	0.0230947768502504	0.07313883464969
PF3D7_1242600	63.4086808908913	0.318445383625992	0.393987053454886	0.808263573215245	0.418938867509389	0.589372620305376
PF3D7_0313500	22.3844935632396	-1.02756630837199	0.628940408025929	-1.63380551680125	0.102299693591011	0.222264797685056
PF3D7_1320900	101.211853438145	-0.058630126237031	0.328871496842578	-0.178276703210603	0.858505673869106	0.913527983955502
PF3D7_1209900	115.990515831858	-0.139589462699657	0.320858240062418	-0.435050266038056	0.663525941939716	0.785368686018469
PF3D7_1310700	186.483920368561	1.21755991153361	0.316020318344775	3.85278996588209	0.000116779556995673	0.00094057169413875
PF3D7_1300100	19.3074443304695	-0.24180269259506	0.680009583479774	-0.355587183577173	0.722149743161011	0.827277509269327
PF3D7_1448000	126.789340736958	-0.245136374718165	0.31239560812266	-0.784698530787005	0.432630344412186	0.601415591139787
PF3D7_0614200	40.1069112620389	-0.947781945345762	0.489323478981908	-1.93692309087176	0.0527547453737354	0.136293292282261
PF3D7_1221900	81.9711210291528	2.81787779154332	0.407688605076114	6.91183848765464	4.78412381346114e-12	1.93713522410508e-10
PF3D7_0322900	1919.942215946	-1.07058527515917	0.189747024240357	-5.64217162005676	1.67918593332821e-08	3.28030445045783e-07
PF3D7_0934100	250.314214366224	-0.317935382603112	0.279239057360553	-1.13857776776762	0.254879305634751	0.427067066172808
PF3D7_0918100	270.891208287325	-0.481294198373106	0.250252891681455	-1.92323131668641	0.0544510059299846	0.139542451330352
PF3D7_1019400	1001.48703605694	-1.11379454995073	0.206665409959901	-5.38936123934254	7.07085502177409e-08	1.23021829167898e-06
PF3D7_1211200	52.9865529508515	-0.242538357012371	0.429250875984188	-0.5650270519688	0.572055364223624	0.721181599844897
PF3D7_0518300	1184.2627101398	-0.492999152688356	0.203934868474379	-2.41743433271831	0.0156303539908563	0.0541349896386267
PF3D7_1023200	137.405106526207	-0.168666751892101	0.299884586024071	-0.562438883999735	0.573817032606625	0.722655673478106
PF3D7_1222300	2143.49335641514	0.312979016260169	0.189164648634603	1.65453227397012	0.0980194114027085	0.215585416913325
PF3D7_1009400	239.822777109198	0.515383417316025	0.258538280660585	1.99345108971554	0.0462120742226308	0.123398428409831
PF3D7_1320100	131.093664466913	0.212729336602297	0.329339178409891	0.645927817119701	0.518326103663044	0.677174587430379
PF3D7_1221300	264.913536155851	0.587190993634714	0.24858965801095	2.36208938993291	0.0181722598354641	0.0607651991795472
PF3D7_0616800	286.051804323198	0.529082857321814	0.255803431429938	2.06831806111532	0.0386101245078226	0.108293132593099
PF3D7_1429700	579.05654797332	-0.289596192712232	0.253314595524089	-1.14322742482753	0.252944178516918	0.424496371934572
PF3D7_1441700	29.3018758333293	0.486039157847683	0.569723659749043	0.853113872893707	0.393596158902501	0.565691284850513
PF3D7_0415300	496.728128942816	0.0850881200621735	0.264348306645168	0.321878816407121	0.747544501909397	0.844638054668811
PF3D7_0806800	832.986156444104	-0.406755190075001	0.199920332057146	-2.03458640694301	0.0418925062466148	0.115107478607293
PF3D7_1119300	288.290104699621	-0.0875272194432356	0.240528239127873	-0.363895814315188	0.71593581038557	0.822698168074646
PF3D7_0105800	451.39223520017	-0.190144854687576	0.217854737783008	-0.87280568980312	0.382768997794595	0.556487894709812
PF3D7_0526600	188.19721154629	2.74350268968977	0.314101162929013	8.73445568970975	2.44832208663001e-18	2.22547481098981e-16
PF3D7_1423800	145.496178021218	0.581841269627017	0.304650293446073	1.9098661059718	0.0561504550936914	0.142910929707029
PF3D7_0822100	57.8168452917986	-0.630830419035544	0.416344208045577	-1.51516559338442	0.129730473930215	0.266856922771005
PF3D7_0924100	46.5473324607399	0.96719017555322	0.457100197227525	2.11592596419685	0.0343511047884582	0.0999345661187412
PF3D7_0918400	95.9414440537476	-2.69581912263193	0.419226336821723	-6.43046222493969	1.27216493932033e-10	3.90773975153982e-09
PF3D7_1441000	32.8522960709158	-0.80378901831002	0.534619582419931	-1.50347844475076	0.132715711325457	0.270533536953585
PF3D7_1015100	89.8411631792745	0.137841325640687	0.368285409859246	0.374278540367286	0.708197096075458	0.817178721740956
PF3D7_0322400	171.729086352182	0.404867043709119	0.316164316440828	1.28055894563576	0.200348627915913	0.357513136513412
PF3D7_0507500	151.415679114768	1.47472444191966	0.34515905159953	4.27259385227048	1.93212188848389e-05	0.000195583429347892
PF3D7_1107400	261.715821625327	0.411909157540768	0.261365931833451	1.57598641357453	0.115028934369136	0.243372695415974
PF3D7_0810800	162.76604154073	-0.50497106807057	0.294435712652115	-1.71504694020324	0.0863366211803769	0.19704999068509
PF3D7_0830900	127.696745291932	2.67510547022666	0.342883033984533	7.80180179561562	6.10294493664751e-15	3.67331307403081e-13
PF3D7_1438000	511.512285257251	-0.21203915239071	0.213070361794699	-0.995160240047923	0.319658336032132	0.499211529087807
PF3D7_0832100	53.6745538452635	3.70941391728883	0.543703989759569	6.82248794776945	8.94771389297393e-12	3.37738285417846e-10
PF3D7_1471800	23.1876835423954	0.105910112840177	0.624551590085658	0.169577845163522	0.865342147171149	0.918330694186394
PF3D7_1454200	17.0010657441271	-0.496409016207521	0.740189819162272	-0.670650964598979	0.502442907514215	0.662486888711757
PF3D7_1348600	45.7923142042593	-0.480196349276241	0.460173849768992	-1.04351072864592	0.296711814519966	0.473675420025782
PF3D7_1203700	2709.30308179811	-0.248633710906412	0.180999183422317	-1.37367310838241	0.169543189027825	0.320255119266843
PF3D7_1247300	223.284511601823	-0.822076046505294	0.257894699751233	-3.187642271432	0.00143437873460364	0.00788731220237605
PF3D7_1113100	739.904227886409	0.460222900270681	0.24130521248062	1.90722320309448	0.0564916900406526	0.143615289635312
PF3D7_0928800	97.5542138507224	-0.0656829205590095	0.335691484357293	-0.19566454205642	0.84487273924859	0.906543767914532
PF3D7_1033200	356.863643003582	-0.0640644652934107	0.24737013894511	-0.258982210086506	0.795648966633276	0.878708417514355
PF3D7_0702500	706.639904835499	2.50892552550719	0.213672410967242	11.7419254743741	7.76971021628014e-32	3.14602630030107e-29
PF3D7_1362200	269.949422067407	1.06167780533598	0.252045175049545	4.21225205016239	2.52837186768185e-05	0.000250252628858999
PF3D7_1113300	425.670762727149	-2.07362116892567	0.288083095109953	-7.1979967034658	6.11036215287668e-13	2.83495344051174e-11
PF3D7_1138500	469.644223787815	0.384618640756539	0.227680389850922	1.6892919105083	0.0911635028632751	0.205279191988386
PF3D7_1421900	550.568096443027	-0.336939372428043	0.233331319666414	-1.44403834388694	0.148728189781879	0.292595122477247
PF3D7_1421200	1385.30525485964	-1.18184471852166	0.201667476573606	-5.86036349837649	4.61855053634186e-09	9.98593402372168e-08
PF3D7_1443800	118.8201989086	0.292223065013049	0.317336294883134	0.920862409138126	0.357122266634607	0.533683720587509
PF3D7_0406000	385.824333897802	0.483495587715078	0.267201522197095	1.80947916665848	0.070376593885783	0.168536796322621
PF3D7_0816300	16.5870886179062	-0.571680106202477	0.76777648378845	-0.744591841862136	0.456518501266689	0.622766739553394
PF3D7_1352200	186.099868487088	0.84198405231775	0.27327701299989	3.08106431300202	0.00206262092191246	0.0106948935811387
PF3D7_1122100	64.5250003993689	-1.36532288218854	0.426812059215632	-3.19888544081357	0.00137959977798572	0.00766176734557154
PF3D7_0508200	205.427822509556	-0.45803998332128	0.290673665720427	-1.57578768680692	0.115074741029645	0.243372695415974
PF3D7_1320200	73.9836651113785	-0.32760643375115	0.388972926859598	-0.842234539036186	0.399656684283351	0.571084655693951
PF3D7_1121600	4300.51474618993	-0.0405704698618453	0.190337666882764	-0.213149979855717	0.831209981959481	0.90012381707939
PF3D7_1231400	18.100207437175	-0.271462607504854	0.692331480609366	-0.392099182411758	0.694984931590335	0.807699517662117
PF3D7_1216500	63.9210746955596	0.0899536633458742	0.4077367099817	0.220617033354469	0.825390637134179	0.896656072633082
PF3D7_0532100	5079.12930030844	-0.458247727700488	0.238268481375448	-1.9232410642615	0.0544497823163578	0.139542451330352
PF3D7_1412500	231.157703204124	2.07359117091991	0.311140478233653	6.6644853883741	2.65594323969685e-11	9.17021022450369e-10
PF3D7_1322000	585.983248517445	-0.0834399160614351	0.254646455155238	-0.327669654818358	0.743161449714476	0.840965725871005
PF3D7_1002900	255.976244640301	-0.419255175062297	0.251432884548202	-1.66746356911767	0.0954222626531936	0.211764204213914
PF3D7_1001200	886.185002378779	-1.94564811902835	0.224958201782861	-8.64893168423514	5.19837685636486e-18	4.53991578789198e-16
PF3D7_1308100	108.496058611046	-0.297837499468647	0.332600374995299	-0.895481550412733	0.370529723945262	0.544578375490257
PF3D7_0806300	193.395249586877	-0.0279019285675172	0.276549297901358	-0.10089314555942	0.919635284394368	0.950684697470868
PF3D7_1249300	250.164583872097	0.25659355928899	0.24908531404831	1.03014326745584	0.302942756851227	0.480180440930735
PF3D7_1027000	46.834567765758	1.62755557471375	0.481384462680816	3.38098900336321	0.000722254333109754	0.00452450182794774
PF3D7_0816000	280.694499403253	0.827618960408193	0.244783988757051	3.38101754371528	0.000722179317868699	0.00452450182794774
PF3D7_0104500	159.955365028539	-0.827713574260417	0.287720238756796	-2.87679997012676	0.00401730163527076	0.0185036830232637
PF3D7_0910600	75.0758330481106	0.172661916121717	0.377345569995259	0.457569744687574	0.647261584260365	0.773310916388323
PF3D7_1249600	39.6959393691591	-0.112775997310804	0.482759927306462	-0.233606790729365	0.815290255367549	0.889371245997321
PF3D7_0402200	23.4120581903774	1.67198987365284	0.654841791903307	2.55327301086446	0.0106715811856881	0.0401511209971371
PF3D7_0504700	179.371986775694	1.13274267081385	0.276858551349191	4.09141298072157	4.28752828229545e-05	0.000397019770672431
PF3D7_0305200	101.378515292067	0.322478937812264	0.335050848506161	0.962477603772833	0.335809748029262	0.51363208026179
PF3D7_0727800	211.737670216953	-0.664796807938406	0.272556733153072	-2.43911350216047	0.0147233430014787	0.0521285927890191
PF3D7_1338100	1411.62348807007	-0.104404755281251	0.191188107261759	-0.546083942022126	0.58500823738754	0.731301344183021
PF3D7_0502800	22.2813127443238	-0.405250939835387	0.647448996751542	-0.625919480713786	0.531367756187225	0.687997670365669
PF3D7_0705900	545.624822508656	-1.19654421968058	0.255769406256689	-4.67821479195887	2.89383326249656e-06	3.60031657853623e-05
PF3D7_1407200	86.4835299391482	0.878695319755327	0.363059013499978	2.4202547990325	0.0155096352664116	0.0538844894513238
PF3D7_0524900	261.767082295316	1.57774879379202	0.266301385344491	5.92467362402573	3.12918242732966e-09	7.110907413942e-08
PF3D7_1216400	162.832317940392	0.0362617259429848	0.280151268171637	0.129436237000251	0.897012475859359	0.935677321377773
PF3D7_0308700	32.1512931903233	0.379623812598563	0.536660337755689	0.70738190600436	0.479329178148463	0.64227802631566
PF3D7_1132400	196.291018191395	-0.11235661108275	0.265794219368011	-0.422720295986514	0.672499345786359	0.791363827247673
PF3D7_1241200	94.5648804793531	-0.738062236611276	0.377224850819682	-1.95655783283504	0.0503994767338059	0.131736660429796
PF3D7_0611100	64.8788907125371	-0.992831721314531	0.399418928035548	-2.48569021552772	0.012930046609586	0.0468214858529234
PF3D7_1332000	223.703389696718	-0.162542355672305	0.274455306486424	-0.592236155872413	0.553692461347924	0.70675805205143
PF3D7_0531200	20.2285063211414	-0.602583780542561	0.651965151176081	-0.924257653120813	0.355352184951709	0.532370881861725
PF3D7_1124400	116.300774849891	-0.279242947792672	0.328457869597544	-0.850163669802842	0.395234097112099	0.567130370018457
PF3D7_0804300	47.1226192933649	1.39901080213236	0.465455146540432	3.00568338868037	0.00264984752457652	0.0131430076553049
PF3D7_0928000	375.773489221149	0.280342252317946	0.238445717683708	1.17570680254284	0.239712059353149	0.408445873128892
PF3D7_0526800	291.692301083042	-0.123228577009201	0.263240029472249	-0.468122485992169	0.6396969998977	0.767360742672868
PF3D7_0617300	110.96084403545	0.806670112829139	0.345582711446536	2.33423167916181	0.0195835939571316	0.0643254627470974
PF3D7_1445600	356.13993249182	-1.0500464872495	0.254473688139027	-4.12634600822002	3.6857260346131e-05	0.000344878650381655
PF3D7_0424700	87.5614745621477	4.67022866165115	0.519683617397103	8.98667671119314	2.54818817232224e-19	2.52214002656072e-17
PF3D7_1131000	60.2997620525504	-0.526979004395481	0.402789722411957	-1.30832286692883	0.190763822295042	0.345776601242049
PF3D7_1461800	45.986873814874	5.13658775566751	0.789837137609706	6.50335051503457	7.85504758147527e-11	2.51700589409287e-09
PF3D7_1208800	125.614195942414	0.691723289926181	0.310663873342587	2.22659713369175	0.0259742107021161	0.0797306233406099
PF3D7_1442200	87.9523916809898	0.187304130971985	0.381630112320442	0.490800188258498	0.623567776879302	0.756794110542836
PF3D7_1349400	76.3900020700877	-0.602609432990398	0.381675153117108	-1.57885423787464	0.114369494591352	0.242226214412688
PF3D7_1018600	180.64372190989	-0.838620470990277	0.283029923900817	-2.96300991581426	0.00304646755077005	0.0147971281037403
PF3D7_1002700	134.309810497471	0.308807697027283	0.304786716272213	1.01319276904273	0.310968093677261	0.490411953702051
PF3D7_1124600	1273.94259303714	0.0791551758382694	0.196665820711807	0.402485676218559	0.687326627857684	0.802661982296309
PF3D7_0701900	32.1684175596146	4.34003564362343	1.641059881803	2.64465403837374	0.00817744771791056	0.0326072982413372
PF3D7_0417600	19.0602523463016	-0.263802584394366	0.681394230220188	-0.387151186045588	0.698644285520939	0.810354595757881
PF3D7_0903700	727.518131379673	-0.152672604418398	0.207669165768148	-0.735172233459296	0.462234607106112	0.628151930851158
PF3D7_0628100	89.1738344290046	0.181547359761533	0.363114775385184	0.499972383577483	0.617094523155861	0.752840987040635
PF3D7_1309300	302.759093226571	-0.471092074773078	0.247865836679532	-1.90059300258533	0.05735534276498	0.144901132544084
PF3D7_0710400	42.9054932458874	0.386931172497223	0.468156405142197	0.826499794186727	0.408520634765363	0.579474811224499
PF3D7_1474400	56.0414485847902	0.752078957004596	0.440084846264925	1.70894081763464	0.0874619126587061	0.198456312011466
PF3D7_1451200	804.115177979967	0.593817126099304	0.224187018944455	2.64875784911716	0.00807881944583878	0.0323588685357607
PF3D7_1455200	223.108938396119	0.0936875311554323	0.260403340387471	0.359778530551983	0.719012759715939	0.825169500586136
PF3D7_0703300	94.6971266291375	-0.525107686552896	0.346931027060003	-1.51357948870361	0.130132526595996	0.267055842512509
PF3D7_1411500	88.1399000029989	1.04733094269249	0.3637551716841	2.87921938770959	0.00398660900131174	0.0183813214201268
PF3D7_0214600	83.5365983888105	2.31301686759634	0.385080148416173	6.00658558253322	1.89470983786707e-09	4.46509926870895e-08
